image_name,tags
test_582,haze primary habitation road cultivation slash_burn conventional_mine
test_583,haze primary habitation road cultivation slash_burn conventional_mine
test_584,haze primary habitation road cultivation slash_burn
test_585,haze habitation road cultivation slash_burn
test_586,haze primary habitation road cultivation slash_burn conventional_mine
test_587,haze primary habitation road cultivation slash_burn conventional_mine
test_588,haze primary habitation road cultivation slash_burn
test_589,haze primary habitation road cultivation slash_burn
test_590,haze primary road cultivation slash_burn
test_591,haze primary habitation road cultivation slash_burn conventional_mine
test_592,haze primary road cultivation slash_burn
test_593,haze primary habitation road cultivation slash_burn
test_594,haze primary habitation road cultivation slash_burn
test_595,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_596,haze primary habitation road cultivation slash_burn conventional_mine
test_597,haze primary habitation road cultivation slash_burn
test_598,haze primary habitation road cultivation slash_burn conventional_mine
test_599,haze primary habitation road cultivation slash_burn
test_600,haze primary habitation road cultivation slash_burn conventional_mine
test_601,haze primary habitation road cultivation slash_burn conventional_mine
test_602,haze primary habitation road cultivation slash_burn conventional_mine
test_603,haze primary habitation road cultivation slash_burn
test_604,haze primary habitation road cultivation slash_burn conventional_mine
test_605,haze primary habitation road cultivation slash_burn conventional_mine
test_606,haze primary habitation road cultivation slash_burn conventional_mine
test_607,haze primary habitation road cultivation slash_burn
test_608,haze primary habitation road cultivation slash_burn conventional_mine
test_609,haze primary habitation road cultivation slash_burn conventional_mine
test_610,haze primary habitation road cultivation slash_burn
test_611,haze primary habitation road cultivation slash_burn conventional_mine
test_612,haze primary habitation road cultivation slash_burn
test_613,haze road cultivation slash_burn
test_614,haze primary habitation road cultivation slash_burn
test_615,haze primary road cultivation slash_burn
test_616,haze primary habitation road cultivation slash_burn
test_617,haze primary habitation road cultivation slash_burn
test_618,haze primary habitation road cultivation slash_burn
test_619,haze primary water habitation road cultivation slash_burn
test_620,haze primary habitation road cultivation slash_burn selective_logging
test_621,haze primary habitation road cultivation slash_burn
test_622,haze primary habitation road cultivation slash_burn conventional_mine
test_623,haze primary habitation road cultivation slash_burn
test_624,haze primary habitation road cultivation slash_burn
test_625,haze primary habitation road cultivation slash_burn
test_626,haze primary habitation road cultivation slash_burn
test_627,haze primary habitation road cultivation slash_burn
test_628,haze primary habitation road cultivation slash_burn
test_629,haze primary habitation road cultivation slash_burn
test_630,haze primary habitation road cultivation slash_burn conventional_mine
test_631,haze primary habitation road cultivation slash_burn conventional_mine
test_632,haze primary habitation road cultivation slash_burn conventional_mine
test_633,haze primary habitation road cultivation slash_burn conventional_mine
test_634,haze primary habitation road cultivation slash_burn conventional_mine
test_635,haze primary habitation road cultivation slash_burn
test_636,haze primary habitation road cultivation slash_burn
test_637,haze primary habitation road cultivation slash_burn
test_638,haze primary habitation road cultivation slash_burn
test_639,haze primary habitation road cultivation slash_burn
test_640,haze primary road cultivation slash_burn
test_641,haze primary habitation road cultivation slash_burn conventional_mine
test_642,haze primary road cultivation slash_burn
test_643,haze primary habitation road cultivation slash_burn conventional_mine
test_644,haze primary habitation road cultivation slash_burn
test_645,haze primary habitation road cultivation slash_burn blooming
test_646,haze primary habitation road cultivation slash_burn
test_647,haze primary road cultivation slash_burn conventional_mine blooming
test_648,haze primary habitation road cultivation slash_burn conventional_mine
test_649,haze primary habitation road cultivation slash_burn
test_650,haze primary habitation road cultivation slash_burn
test_651,haze primary habitation road cultivation slash_burn
test_652,haze primary habitation road cultivation slash_burn conventional_mine
test_653,haze primary habitation road cultivation slash_burn
test_654,haze primary habitation road cultivation slash_burn conventional_mine
test_655,haze primary habitation road cultivation slash_burn
test_656,haze primary habitation road cultivation slash_burn
test_657,haze primary habitation road cultivation slash_burn conventional_mine
test_658,haze primary habitation road cultivation slash_burn
test_659,haze primary habitation road cultivation slash_burn
test_660,haze primary habitation road cultivation slash_burn
test_661,haze primary habitation road cultivation slash_burn
test_662,haze primary road cultivation slash_burn
test_663,haze primary habitation road cultivation slash_burn conventional_mine
test_664,haze primary habitation road cultivation slash_burn conventional_mine
test_665,haze primary habitation road cultivation slash_burn
test_666,haze primary habitation road cultivation slash_burn
test_667,haze primary habitation road cultivation slash_burn
test_668,haze primary water road cultivation slash_burn
test_669,haze primary habitation road cultivation slash_burn
test_670,haze primary road cultivation slash_burn selective_logging
test_671,haze primary habitation road cultivation slash_burn conventional_mine
test_672,haze primary habitation road cultivation slash_burn
test_673,haze primary habitation road cultivation slash_burn
test_674,haze primary habitation road cultivation slash_burn conventional_mine blooming
